assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,gender,cksupport1,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,stanchionflamethrower,stadiumgoalnetpattern,captainid,personalityid,prev_el_champ,leftfreekicktakerid,cksupport2,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,cksupport3,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
110981,248,255,46000,15,249,195,1925,248,255,249,51,1,-2,248,1,249,248,37,249,Barcelona SC Guayaquil,51,0,-1,0,253275,0,10,-1,50,0,2,4,0,7,0,1,57267,18,0,780,110986,0,1,69,3,69,69,69,-79,2,68,1,-1,68,1,1,0,253275,263296,2,253275,0,0,0,0,0,10,253275,4,110981,0,4202624,0,0,0,253275,0,0,253275,0,16,0,1,0,69,74,7,-5,223685,0,253275,7,7,0,0,316,0,-1,528512,69
110982,34,224,11500,1,255,1,1971,255,254,255,26,1,-2,205,1,255,255,1,255,Deportivo Cuenca,0,0,-1,0,219678,0,4,-1,65,0,2,4,0,2,0,0,16500,0,0,917,110986,0,1,66,15,66,66,67,-79,1,64,1,-1,64,0,1,0,219678,131648,0,219678,0,0,0,0,0,2,219678,4,110982,0,131648,0,0,0,219678,1,0,219678,0,1,0,1,0,66,74,6,-5,219678,0,219678,7,1,0,0,316,0,-1,263232,67
110986,255,255,28900,26,249,137,1918,248,22,249,255,1,0,36,1,249,248,8,249,LDU Quito,57,0,-1,0,253322,0,9,-1,65,0,2,0,0,6,0,1,41575,0,0,781,110981,0,1,67,1,69,67,70,78,1,68,1,-1,68,0,1,0,253322,131712,0,253322,0,0,1,0,1,4,253322,7,110986,2,148096,0,0,0,199103,0,1,253322,0,12,0,1,0,69,74,5,-5,273843,0,253322,7,7,0,0,316,0,-1,263296,70
110989,28,235,13000,1,255,1,1967,255,235,255,36,1,10,28,1,255,255,1,255,Caracas FC,36,0,-1,0,264775,0,9,-1,30,0,2,0,0,4,0,1,23940,0,0,800,110990,0,1,63,3,65,63,65,-66,3,65,1,-1,65,1,1,0,264775,4202752,1,264775,0,0,0,0,5,3,264775,4,110989,0,545024,0,0,0,209073,0,0,264775,0,12,0,1,0,65,74,5,-4,264775,0,264775,7,3,0,0,316,0,-1,526592,65
110990,184,234,13200,30,250,30,1974,250,241,250,1,1,7,232,1,250,250,30,250,Deportivo Táchira,70,0,-1,0,261648,0,9,-1,50,0,2,4,0,4,0,0,38755,0,0,801,110989,0,1,67,3,66,67,65,-72,2,66,1,-1,66,1,1,0,261648,263424,0,261648,0,0,0,0,2,2,261648,6,110990,0,4219136,0,0,1,261648,1,0,261648,0,10,0,1,0,66,74,5,-4,261648,0,261648,7,4,0,0,316,0,-1,528640,65
110991,21,146,11100,194,255,7,1964,255,255,255,21,1,10,255,1,255,255,54,255,Carabobo FC,255,0,-1,0,272330,0,5,-1,65,0,2,4,0,1,0,0,10400,0,2,803,110990,0,2,66,0,66,66,66,-68,1,67,2,-1,67,2,0,0,259861,131840,2,272330,0,0,0,0,0,4,272330,3,110991,0,148224,0,0,0,272330,0,0,272330,0,0,0,1,0,66,74,5,-4,253579,0,272330,7,1,0,0,316,0,-1,263424,66
110998,255,255,16200,1,1,1,1932,1,255,1,255,1,-34,255,1,1,1,1,1,Danubio FC,255,0,-1,0,239381,0,6,-1,50,0,2,4,0,3,0,0,18000,0,1,795,111325,0,1,66,8,66,66,67,-56,3,65,1,-1,65,0,1,0,239381,270336,0,235111,0,0,0,0,0,4,235111,4,110998,0,4214784,0,0,0,235111,1,0,239381,0,4,0,1,0,66,74,6,-3,186408,0,239381,7,2,0,0,316,0,-1,526336,67
111001,255,255,15850,1,255,1,1902,255,3,255,255,1,-34,240,1,255,255,1,255,Montevideo Wanderers,252,0,-1,0,189703,0,6,-1,65,0,2,4,0,4,0,0,15000,0,1,795,111325,0,1,66,3,66,66,67,-56,1,66,1,-1,66,0,1,0,260958,131584,0,189703,0,0,0,0,0,4,260958,7,111001,0,147968,0,0,0,259875,0,0,189703,0,3,0,1,0,66,74,7,-3,260958,0,189703,7,3,0,0,316,0,-1,263168,67
111006,59,6,8600,5,249,234,1921,248,6,249,227,1,-25,59,1,249,248,234,249,Sportivo Luqueño,227,0,-1,0,240874,0,2,-1,50,0,2,4,0,3,0,0,24000,0,0,787,101108,0,1,65,1,66,65,67,-57,3,65,1,-1,65,1,1,0,240874,270336,0,240874,0,0,0,0,0,4,240874,3,111006,0,4214784,0,0,0,182941,0,0,240874,0,2,0,1,0,66,74,1,-4,240874,0,240874,7,1,0,0,316,0,-1,526336,67
111008,250,250,45500,30,249,30,1905,248,250,249,250,1,-25,250,1,249,248,30,249,Libertad,250,0,-1,0,255436,0,9,-1,30,1,2,4,0,6,0,0,10100,0,0,771,101108,0,1,69,1,70,69,67,-57,2,69,2,-1,69,0,1,0,255436,4195392,0,255436,0,0,0,0,1,4,255436,8,111008,0,548928,0,0,0,179752,0,0,255436,0,25,0,1,0,70,74,6,-3,179752,0,255436,7,7,0,0,316,0,-1,528448,67
111010,36,12,30000,255,249,255,1901,248,12,249,76,1,-12,36,1,249,248,255,249,Alianza Lima,76,0,-1,0,205119,0,9,-1,30,0,2,0,0,6,0,1,35000,5,0,789,111014,0,1,69,3,69,69,70,-77,3,69,1,-1,69,1,1,0,205119,4202768,1,205119,0,0,0,0,0,4,205119,6,111010,0,545040,0,0,1,191856,0,0,205119,0,25,0,1,0,69,74,2,-5,191856,0,205119,7,4,0,0,316,0,-1,526608,70
111014,254,254,27530,25,248,140,1924,248,127,248,240,1,-12,28,1,248,248,22,248,Universitario de Deportes,23,0,-1,0,223637,0,9,-1,30,0,1,4,0,6,0,0,80000,0,0,789,111010,0,1,70,3,70,70,71,-76,2,70,0,-1,70,1,1,0,211274,4195408,0,223637,0,0,0,0,0,5,223637,4,111014,0,565328,0,0,1,196688,1,0,223637,0,27,0,1,0,70,74,4,-5,214414,0,223637,7,4,0,0,316,0,-1,528464,71
111019,45,235,35000,255,255,255,1904,255,0,255,46,1,-34,93,1,255,255,255,255,Argentinos Juniors,163,0,-1,0,272350,0,6,-1,50,0,2,4,0,4,0,1,25110,0,0,82,112689,0,1,71,1,70,72,69,-58,1,66,1,-1,68,1,1,0,272350,262657,2,272350,0,0,1,0,0,4,272350,8,111019,0,4227585,0,0,0,271501,0,0,272350,0,3,0,1,0,70,129,7,-3,242250,0,272350,7,5,0,0,316,0,-1,525313,69
111020,18,32,6500,255,255,255,1913,255,33,255,44,1,-32,19,1,255,255,255,255,Independiente Rivadavia,45,0,-1,0,233959,0,1,-1,30,0,2,4,0,1,0,2,24000,0,0,839,111716,0,1,64,15,68,66,67,-68,2,67,0,-1,66,0,1,0,233959,4195392,0,233959,0,0,0,0,0,3,233959,1,111020,0,532544,0,0,0,263500,0,0,233959,0,0,0,1,0,67,129,3,-3,233959,0,233959,7,1,0,0,316,0,-1,528448,68
111022,154,1,15500,1,255,1,1905,255,250,255,212,1,-31,250,1,255,255,1,255,Belgrano de Córdoba,250,0,-1,0,246770,0,3,-1,50,0,2,4,0,4,0,2,30000,0,0,120,112670,0,1,70,3,70,69,71,-64,2,67,1,-1,68,1,1,0,246770,263489,0,246770,0,0,0,0,0,4,246770,7,111022,0,4219201,0,0,0,232605,0,0,246770,0,0,0,1,0,70,129,6,-3,198347,0,246770,7,1,0,0,316,0,-1,528705,70
111052,0,0,25400,0,225,229,1918,225,0,225,142,1,-3,50,1,225,225,1,225,Fortaleza,180,0,-1,0,230486,0,6,-1,50,0,2,4,0,4,0,0,60342,1,0,693,1043,0,1,71,3,71,71,71,-38,1,71,1,-1,71,0,0,0,230433,132352,0,230340,0,0,0,0,0,2,230340,4,111052,0,165120,0,0,0,230227,1,0,230486,0,0,0,1,0,71,74,8,-3,230292,0,230486,7,4,0,0,316,0,-1,270592,71
111065,14,144,171500,102,14,51,2004,144,237,26,26,1,41,207,1,26,144,51,14,Real Salt Lake,22,0,-1,0,202693,4,6,-1,65,0,2,4,0,4,0,0,20213,0,1,427,694,0,1,69,0,69,69,73,-112,1,68,0,-1,68,1,0,0,202693,131714,0,202693,0,0,0,0,0,5,202693,8,111065,0,148098,0,0,0,222557,0,0,202693,0,1,0,6,0,69,41,6,-7,217998,0,202693,2,4,0,0,316,0,-1,263298,73
111083,228,255,7100,30,120,240,1973,120,30,30,30,1,50,30,1,120,30,30,30,Korona Kielce,30,0,-1,0,224538,0,2,-1,65,0,2,4,0,2,0,0,15500,0,1,246,111088,0,1,65,1,64,67,64,20,2,63,1,-1,63,1,0,0,224538,132416,0,275951,0,0,0,0,0,3,224538,5,111083,0,188736,0,0,0,220616,1,0,224538,0,0,0,5,0,64,127,5,1,224538,0,224538,2,1,0,2,316,0,-1,266560,64
111086,51,0,8800,15,120,196,1945,120,0,120,153,1,50,83,1,120,120,13,120,Piast Gliwice,205,0,-1,0,211626,0,6,-1,50,0,1,4,0,3,0,0,9913,4,1,188,420,0,1,67,1,65,67,64,18,2,66,1,-1,65,0,0,0,211626,263168,0,211626,0,0,0,0,0,2,194059,2,111086,0,4218880,0,0,1,214882,1,0,211626,0,1,0,5,0,65,127,5,1,244213,0,211626,2,2,0,0,316,0,-1,528384,64
111088,168,68,7900,250,130,250,1910,120,30,130,76,1,51,30,1,130,120,250,130,Radomiak Radom,30,0,-1,0,231460,0,4,-1,50,0,2,4,0,2,0,0,8500,0,1,868,111083,0,1,64,3,65,66,66,21,2,66,1,-1,65,1,0,0,231460,263168,0,210401,0,0,0,0,0,2,231460,2,111088,0,4251648,0,0,1,220090,0,0,231460,0,0,0,5,0,65,127,3,1,240847,0,231460,2,1,0,2,316,0,-1,528384,67
111091,156,0,6900,255,15,255,1945,30,0,15,73,1,54,64,1,30,0,255,50,Lechia Gdańsk,0,0,-1,0,242350,0,7,-1,30,0,2,4,0,4,0,0,43615,0,1,177,1871,0,1,64,1,64,66,63,18,2,61,1,-1,62,1,0,0,72586,4195392,0,242350,0,0,0,0,2,2,72586,5,111091,0,548928,0,0,1,242350,0,0,72586,0,0,0,5,0,64,127,2,1,255361,0,72586,2,2,0,0,316,0,-1,528448,63
111092,142,0,12900,255,120,255,1947,120,187,120,80,1,51,10,1,120,120,255,120,Śląsk Wrocław,4,0,-1,0,251026,0,7,-1,30,0,2,4,0,3,0,0,42877,0,1,532,110749,0,1,66,1,66,67,65,16,3,64,1,-1,64,0,0,0,251026,4202500,0,251026,0,0,0,0,2,1,251026,7,111092,0,561156,0,0,0,276492,0,0,251026,0,2,0,5,0,65,127,6,1,251026,0,251026,2,3,0,0,316,0,-1,526340,65
111097,0,0,3000,250,0,250,1950,0,255,139,139,1,51,255,1,139,0,250,0,Motor Lublin,0,0,-1,0,236363,0,1,-1,30,0,2,4,0,1,0,0,15400,0,1,957,111088,0,1,64,1,63,66,62,22,3,62,1,-1,62,1,0,0,236363,4202560,0,236363,0,0,0,0,0,1,236363,4,111097,0,544832,0,0,0,214887,0,0,236363,0,0,0,5,0,63,127,7,1,214887,0,236363,2,1,0,0,316,0,-1,526400,62
111111,39,193,0,255,250,255,1955,250,20,250,45,2,33,222,2,250,250,255,250,Morocco,136,0,-1,0,235212,0,10,-1,90,0,2,4,0,0,0,0,53000,0,1,0,111527,0,1,77,1,78,77,79,-6,1,79,1,-1,79,0,0,0,235212,66048,0,235212,0,0,0,0,0,2,235212,0,111111,0,66048,0,0,1,208295,0,0,235212,0,0,0,0,0,78,152,0,1,235410,0,235212,9,6,0,0,366,0,-1,132096,79
111138,223,222,150000,237,1,133,2010,1,12,1,224,1,44,41,1,1,1,199,1,Minnesota United FC,80,0,-1,0,212424,4,3,-1,30,0,1,4,0,2,0,0,19400,0,1,602,696,0,1,69,3,68,69,69,-93,3,67,0,-1,67,1,0,0,212424,4202634,0,212424,0,0,0,0,0,2,212424,9,111138,0,528522,0,0,0,212424,0,0,212424,0,0,0,6,0,68,41,6,-6,190362,0,212424,2,1,0,0,316,0,-1,526474,69
111139,82,11,189000,12,255,12,1993,255,255,160,160,1,46,255,1,255,11,12,82,CF Montréal,255,0,-1,0,255411,0,4,-1,30,0,2,4,0,4,0,0,20801,0,1,327,111651,0,1,67,0,67,67,70,-74,2,65,0,-1,65,1,0,0,255411,4195656,0,255411,0,0,0,0,0,2,255411,7,111139,0,581960,0,0,0,213092,0,0,255411,0,0,0,6,0,67,41,6,-5,207877,0,255411,2,4,0,0,316,0,-1,528712,70
111140,72,0,201000,0,1,203,2009,1,0,1,18,1,46,100,1,1,1,151,1,Portland Timbers,14,0,-1,0,234505,4,7,-1,30,0,2,4,0,4,1,1,25218,0,1,384,111144,2,1,71,15,69,71,71,-123,2,67,0,-1,67,1,0,0,234505,4195672,3,234505,0,0,0,0,0,3,234505,4,111140,0,565592,0,0,0,203067,0,0,234505,0,1,0,6,0,69,41,5,-8,247933,0,234505,2,3,0,0,366,0,-1,528728,71
111144,198,148,314500,148,211,0,2007,211,148,211,82,1,48,240,1,211,211,85,211,Seattle Sounders,82,0,-1,0,210423,4,7,-1,65,1,2,6,0,7,0,0,37722,0,1,440,111140,2,1,69,15,70,69,72,-122,1,70,0,-1,70,1,0,0,210423,131656,3,210423,0,0,0,0,4,2,210423,7,111144,0,148040,0,1,0,190569,0,0,210423,0,2,0,6,0,70,41,9,-8,210423,0,210423,2,7,0,0,366,0,-1,263240,72
111235,1,225,38440,98,255,10,2007,255,178,225,1,2,48,178,2,255,225,31,225,1. FC Heidenheim,178,0,-1,1,266237,0,3,-1,30,0,2,4,0,2,0,0,15000,0,1,214,110178,0,1,72,3,71,70,72,10,3,71,1,-1,73,1,0,0,266237,4202646,1,266237,0,0,0,0,0,2,269964,3,111235,0,577686,0,0,0,216199,0,0,269964,0,0,0,4,0,72,113,5,1,269964,0,269964,2,1,0,0,316,0,-1,526486,76
111239,255,255,12500,1,235,1,2004,235,225,235,255,1,48,1,1,235,235,1,235,FC Ingolstadt 04,25,0,-1,0,244034,0,10,-1,65,0,2,4,1,2,0,0,15800,0,1,227,33,0,1,66,1,64,66,64,11,3,63,1,-1,65,1,0,0,244034,139265,1,244034,0,0,0,0,0,2,244034,3,111239,0,135169,0,0,0,227932,0,0,244034,0,0,0,4,0,65,123,1,1,244034,0,244034,2,1,0,0,316,0,-1,264193,65
111273,102,12,19000,255,255,255,1897,255,17,255,70,1,48,147,1,255,255,255,255,Red Star FC,101,0,-1,0,72138,4,2,-1,30,0,2,4,0,3,0,0,5600,0,1,415,111817,0,1,64,1,63,64,64,2,3,63,0,-1,65,0,0,0,243412,4202500,0,72138,0,0,0,0,5,2,72136,3,111273,0,528388,0,0,0,244688,0,0,72138,0,0,0,0,0,64,103,6,1,72133,0,72138,2,1,0,0,316,0,-1,526340,63
111276,107,1,13500,255,1,255,1909,1,1,1,174,1,51,110,1,1,1,255,1,USL Dunkerque,185,0,-1,0,267973,0,2,-1,30,0,1,4,0,1,0,0,5000,0,0,815,64,0,1,66,3,67,67,67,2,3,68,1,-1,67,0,0,0,267973,4202752,0,267973,0,0,0,0,0,3,267973,1,111276,0,528640,0,0,0,240258,0,0,267973,0,0,0,4,0,66,103,8,1,223875,0,267973,2,1,0,0,316,0,-1,526592,67
111325,250,250,47000,46,249,238,1899,248,141,249,250,2,-34,194,2,249,248,24,249,Nacional de Montevideo,220,0,-1,0,228179,0,10,-1,65,0,2,4,0,6,0,1,34000,0,1,795,101110,0,1,70,3,71,70,71,-56,1,72,1,-1,72,1,1,0,228179,131584,1,229015,0,0,3,0,0,4,229015,7,111325,0,147968,0,0,0,188485,1,0,228179,0,49,0,1,0,71,74,3,-3,207715,0,228179,7,5,0,0,316,0,-1,263168,71
111326,1,1,25200,143,249,12,1915,248,1,249,1,1,-34,1,1,249,248,31,249,Liverpool Fútbol Club Uruguay,1,0,-1,0,251831,0,7,-1,30,0,2,4,0,3,0,0,8500,0,0,795,111325,0,1,65,12,64,65,65,-56,3,63,1,-1,63,0,1,0,251831,4202496,0,251831,0,0,0,0,0,2,251831,7,111326,0,561152,0,0,0,253255,0,0,251831,0,1,0,1,0,64,74,6,-3,274985,0,251831,7,2,0,0,316,0,-1,526336,65
111327,93,39,28000,30,249,30,1947,248,99,249,168,1,-36,153,1,249,248,30,249,Huachipato,228,0,-1,0,257211,0,5,-1,65,0,2,4,0,2,0,0,10500,0,0,474,110975,0,1,67,3,66,67,66,-73,1,64,1,-1,64,1,0,0,257211,131848,0,257211,0,0,0,0,0,1,257211,5,111327,0,148232,0,0,0,214915,0,0,257211,0,3,0,1,0,66,74,4,-4,253292,0,257211,7,3,0,0,316,0,-1,263432,66
111328,250,250,16500,100,249,20,1920,248,238,249,250,1,-33,46,1,249,248,141,249,Palestino,36,0,-1,0,207641,0,6,-1,50,0,2,4,0,3,0,0,8000,0,0,256,110975,0,1,68,3,67,68,67,-70,2,64,1,-1,64,1,1,0,207641,263424,0,207641,0,0,0,0,3,2,207641,6,111328,0,4235520,0,0,0,207641,0,0,207641,0,2,0,1,0,67,74,8,-4,207641,0,207641,7,4,0,0,316,0,-1,528640,67
111329,221,237,19500,3,249,23,1903,248,255,249,20,1,-25,255,1,249,248,17,249,Guaraní (Paraguay),255,0,-1,0,261682,0,7,-1,50,0,2,4,0,4,0,0,5380,0,0,771,101108,0,1,65,1,65,65,67,-57,2,65,1,-1,65,1,1,0,261682,263232,0,261682,0,0,0,0,1,2,261682,5,111329,0,4218944,0,0,0,211264,1,0,261682,0,11,0,1,0,65,74,7,-4,232066,0,261682,7,4,0,0,316,0,-1,528448,67
111339,51,51,26230,255,255,255,1921,255,200,255,153,1,41,1,1,255,255,255,255,Kasımpaşa,1,0,-1,0,226517,0,4,-1,50,0,2,4,0,4,0,0,14234,3,1,231,101014,0,1,71,0,70,70,73,28,2,69,1,-1,68,1,0,0,223030,263426,0,226517,0,0,0,0,0,1,223030,4,111339,0,4219138,0,0,1,226517,1,0,223030,0,0,0,1,0,70,179,8,3,230857,0,223030,9,3,0,0,316,0,-1,528642,73
111380,25,25,14640,20,250,190,2001,250,60,250,25,1,52,60,1,250,250,20,250,Almere City FC,60,0,-1,0,209316,0,2,-1,50,0,1,4,0,1,0,0,4501,0,2,932,245,0,2,67,1,64,65,68,5,2,63,2,-1,66,2,0,0,220965,263168,0,220965,0,0,0,0,0,6,209316,4,111380,0,4202496,0,0,0,229974,0,0,209316,0,0,0,4,0,66,170,7,1,229974,0,209316,2,1,0,0,316,0,-1,528384,66
111393,1,255,8000,9,1,252,2003,1,229,1,1,1,-34,25,1,1,1,210,1,Adelaide United,55,0,-1,0,212803,0,6,-1,50,0,1,4,0,3,0,0,16500,0,1,5,111397,0,2,62,1,63,63,59,138,1,63,2,-1,63,1,0,0,212803,262674,2,212803,0,0,0,0,3,1,212803,5,111393,0,4211218,0,0,0,220819,0,0,212803,0,1,0,3,0,62,117,5,9,212803,0,212803,2,3,0,0,316,0,-1,525330,60
111395,118,244,11000,1,1,1,2005,1,251,1,36,1,-27,82,1,1,1,1,1,Brisbane Roar,1,0,-1,0,180903,0,5,-1,90,0,2,4,0,3,0,0,52500,0,1,75,111400,0,2,64,1,62,63,62,153,3,60,2,-1,61,1,0,0,180903,73856,2,180903,0,0,0,0,0,4,180903,6,111395,0,69760,0,0,1,180903,1,0,180903,0,3,0,3,0,62,117,5,10,180903,0,180903,2,3,0,0,316,0,-1,133248,62
111396,210,255,5500,155,1,1,2004,1,255,1,1,1,-33,196,1,1,1,82,1,Central Coast Mariners,35,0,-1,0,277428,0,6,-1,50,0,1,4,0,2,0,0,20059,0,1,190,111398,0,2,61,1,62,62,61,151,2,66,2,-1,65,1,0,0,247336,263184,2,277428,0,0,0,0,0,2,277428,8,111396,0,4202512,0,0,0,217439,1,0,277428,0,3,0,3,0,61,117,9,10,256392,0,277428,2,3,0,0,316,0,-1,528400,59
111397,46,3,11500,255,1,255,2004,1,137,1,94,1,-37,148,1,1,1,255,1,Melbourne Victory,152,0,-1,0,246007,0,6,-1,50,0,2,4,0,4,0,0,30050,0,1,311,111400,0,2,64,1,64,65,67,144,2,62,2,-1,62,1,0,0,252974,263256,2,252974,0,0,0,0,2,6,246007,2,111397,0,4235352,0,0,0,193143,1,0,252974,0,4,0,3,0,63,117,3,10,222540,0,252974,2,4,0,0,316,0,-1,528472,67
111398,86,2,7000,39,1,235,2000,1,207,1,155,1,-32,173,1,1,1,45,1,Newcastle Jets,99,0,-1,0,242108,0,2,-1,30,0,2,4,0,2,0,0,33000,0,1,341,111396,0,2,60,1,59,59,56,151,3,60,2,-1,61,1,0,0,242108,4202497,2,242108,0,0,0,0,0,4,242108,4,111398,0,561153,0,0,0,254906,0,0,242108,0,1,0,3,0,60,117,8,10,75060,0,242108,2,1,0,0,316,0,-1,526337,53
111399,40,93,8700,255,20,255,1995,1,90,1,130,1,-31,50,1,1,1,255,20,Perth Glory,110,0,-1,0,261662,0,5,-1,30,0,2,4,0,3,0,0,20500,0,1,376,111766,0,2,58,1,62,58,70,115,3,61,2,-1,63,1,0,0,257348,4202752,2,257348,0,0,0,0,0,1,257348,7,111399,0,528640,0,0,0,202676,0,0,209359,0,2,0,3,0,63,117,5,8,202676,0,209359,2,2,0,0,316,0,-1,526592,70
111400,200,140,12500,107,1,5,2004,1,255,1,255,1,-33,255,1,1,1,62,1,Sydney FC,255,0,-1,0,209886,0,9,-1,90,0,2,4,0,5,0,0,42500,0,1,472,112427,0,2,67,1,64,68,61,151,1,60,2,-1,60,1,0,0,209886,66056,2,241741,0,0,0,0,1,1,241741,2,111400,0,98824,0,0,0,192241,1,0,241741,0,5,0,3,0,63,117,3,10,236757,0,209886,2,5,0,0,316,0,-1,132104,60
111433,250,250,5000,0,250,255,1911,250,250,250,250,1,45,250,1,250,250,0,250,Mantova,250,0,-1,0,178510,0,1,-1,50,0,2,4,0,1,0,0,14884,0,1,961,54,0,1,67,0,67,67,67,10,3,65,0,-1,66,1,0,0,178510,270592,0,178510,0,0,0,0,0,2,178510,5,111433,0,4198656,0,0,0,178510,0,0,178510,0,0,0,4,0,67,169,6,1,268760,0,178510,2,1,0,0,316,0,-1,526592,69
111434,30,240,30000,250,130,250,1903,130,130,133,30,1,45,130,1,133,130,250,130,Cremonese,133,0,-1,0,235163,0,7,-1,65,0,2,4,0,4,0,0,16003,0,1,650,50,0,1,71,1,71,72,70,10,1,71,1,-1,71,1,0,0,207471,131712,0,235163,0,0,0,0,0,2,207471,3,111434,0,180864,0,0,0,205363,0,0,235163,0,0,0,4,0,71,169,4,1,223137,0,235163,2,1,0,0,316,0,-1,263296,70
111462,255,255,0,0,255,255,1957,255,0,255,0,2,5,106,2,255,255,0,255,Ghana,64,0,-1,0,245155,0,10,-1,65,0,1,4,0,0,0,0,40000,0,1,911,1387,0,1,78,10,76,78,75,0,1,74,1,-1,74,0,0,0,197756,131840,0,197756,0,0,0,0,0,9,197756,0,111462,0,164608,0,0,1,257439,1,0,197756,0,0,0,9,0,76,152,0,0,216201,0,197756,2,5,0,0,366,0,-1,263424,75
111473,255,255,0,1,255,1,1891,255,229,255,255,1,-41,230,1,255,255,1,255,New Zealand,229,0,-1,0,232669,0,10,-1,30,0,1,4,0,0,0,0,34500,0,1,0,1318,0,1,67,1,68,67,69,174,3,68,0,-1,68,1,0,0,232669,4202624,0,232669,0,0,0,0,0,2,232669,0,111473,0,528512,0,0,0,192123,0,0,232669,0,0,0,3,0,68,141,0,12,192123,0,232669,2,2,0,0,316,0,-1,526464,69
111527,255,255,0,56,20,138,1960,20,188,20,255,1,25,21,1,20,20,21,20,Qatar,56,0,-1,0,228352,0,10,-1,50,0,2,4,0,0,0,0,45416,0,1,0,111111,0,0,71,1,70,71,69,51,1,69,0,-1,69,0,0,0,228352,262784,0,228352,0,0,0,0,0,4,228352,0,111527,0,4227712,0,0,1,215911,0,0,228352,0,0,0,0,0,70,141,0,3,234051,0,228352,9,3,0,0,316,0,-1,525440,69
111592,0,0,0,0,255,0,2000,255,0,255,0,1,0,0,1,255,255,0,255,NG - FA,0,0,-1,0,1,4,5,-1,50,0,0,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,5,111592,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,6,5,0,1,0,1,2,5,0,0,316,0,-1,0,0
111594,155,8,4000,1,255,1,1894,255,0,255,82,1,58,0,1,255,255,1,255,GAIS,0,0,-1,0,70129,0,1,-1,50,0,2,4,0,1,0,0,15000,0,1,191,319,0,1,60,0,61,60,64,12,2,61,1,-1,61,1,0,0,70129,263168,0,70129,0,0,0,0,1,2,70129,2,111594,0,4202496,0,0,0,70108,0,0,70129,0,6,0,7,0,61,97,7,1,70129,0,70129,2,1,0,0,316,0,-1,528384,64
111596,20,20,0,110,255,197,1996,255,20,255,20,1,44,20,1,255,255,163,255,MLS All Stars,20,0,-1,0,237034,1,10,-1,50,0,2,4,0,0,0,0,19400,0,0,115,114815,0,0,78,0,78,78,79,93,1,72,1,-1,72,0,0,0,221634,139280,0,241907,0,0,0,0,0,2,241907,0,111596,0,167952,0,0,0,221634,1,0,237034,0,0,0,6,0,78,41,0,-8,237034,0,237034,2,10,0,0,316,0,-1,264208,79
111629,234,252,3400,39,107,225,1920,19,240,54,2,1,22,240,1,54,19,31,107,East Bengal FC,240,0,-1,0,248289,0,7,-1,50,0,2,4,0,6,0,0,85000,0,1,727,113146,0,1,62,1,60,62,63,88,2,57,1,-1,57,1,0,0,248289,263232,0,259560,0,0,0,0,8,4,259560,3,111629,0,4218944,0,0,0,271396,1,0,248289,0,0,0,1,0,60,133,3,6,210380,0,248289,9,3,0,0,316,0,-1,528448,63
111633,1,1,1000,255,104,255,1891,19,2,54,1,1,22,2,1,54,19,255,107,Mohammedan SC,2,0,-1,0,75120,0,5,-1,30,0,2,4,0,5,0,0,85000,0,0,727,111629,0,1,57,1,57,57,57,88,3,55,1,-1,55,1,0,0,75123,4202496,0,75123,0,0,0,0,0,2,75120,5,111633,0,528384,0,0,0,75121,1,0,75123,0,0,0,1,0,57,133,5,6,271589,0,75120,9,5,0,0,316,0,-1,526336,57
111651,0,240,218500,255,255,255,2006,255,68,255,0,1,44,84,1,255,255,255,255,Toronto FC,97,0,-1,0,212404,4,7,-1,65,1,2,4,0,6,0,1,30000,1,1,486,111139,2,1,69,1,68,69,65,-79,1,65,0,-1,65,1,0,0,212404,131584,0,198219,0,0,0,0,0,3,198219,3,111651,0,180736,0,0,0,198219,0,0,198219,0,1,0,6,0,68,41,7,-5,212404,0,198219,2,4,0,0,366,0,-1,263168,65
